endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
esol,regression,71,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,178,175,231,Bemis-Murcko scaffold,178,175,231,-3.1953111702127663,2.0387419981240624,10.598,-2.8378727634194827,1.8291442591633924,-9.332,1.57,10.902,-3.259550200803213,2.597672739158669,-11.6,1.09,12.69,-3.1953111702127663,2.0387419981240624,-9.018,1.58,10.598,581bb92ce0e99e2b9c3fc3146bb3c827c66df0ec154252395e9576386becd37e,f06822bb0cd87ed3c40614ae332d7ea654b644fcb388218ade6f2bfb64e9ed3d,True,True,,,
esol,regression,71,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,498,254,376,352,1,231,Bemis-Murcko scaffold,352,1,231,-3.1953111702127663,2.0387419981240624,10.598,-3.0404176706827317,2.39206408395332,-11.6,1.57,13.17,-2.854133858267717,1.451473893745451,-6.98,0.81,7.790000000000001,-3.1953111702127663,2.0387419981240624,-9.018,1.58,10.598,581bb92ce0e99e2b9c3fc3146bb3c827c66df0ec154252395e9576386becd37e,3d5139206e54921bcd9a5a9bd617997a7b656928f379d8f507a2b5a167745bd7,True,True,,,
esol,regression,71,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,176,177,231,Bemis-Murcko scaffold,176,177,231,-3.1953111702127663,2.0387419981240624,10.598,-3.05482703777336,2.1063180824478493,-11.6,1.09,12.69,-2.821285140562249,2.1500429260109195,-9.332,1.57,10.902,-3.1953111702127663,2.0387419981240624,-9.018,1.58,10.598,581bb92ce0e99e2b9c3fc3146bb3c827c66df0ec154252395e9576386becd37e,b11fc220c13df3ffb21b10cc662e79b282925210b6a86cf7b390b8d5cbf53827,True,True,,,
esol,regression,71,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,178,176,230,Bemis-Murcko scaffold,178,176,230,-3.2529494680851063,2.448426779813189,12.72,-2.956940357852883,1.765060320973414,-9.332,1.57,10.902,-2.931987951807229,2.1231547443374548,-8.402000000000001,1.58,9.982,-3.2529494680851063,2.448426779813189,-11.6,1.12,12.72,5f03754655cc9b55af4856d4bf75bb01c8a516d977598486fd44ad0d643c0ab6,c688d0553653fb4ba8dc2d481d7e798a97ff3d3afefb7cebe96137dd65394354,True,True,,,
esol,regression,71,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,498,254,376,353,1,230,Bemis-Murcko scaffold,353,1,230,-3.2529494680851063,2.448426779813189,12.72,-2.9968995983935747,2.077735586876656,-9.332,1.58,10.912,-2.854133858267717,1.451473893745451,-6.98,0.81,7.790000000000001,-3.2529494680851063,2.448426779813189,-11.6,1.12,12.72,5f03754655cc9b55af4856d4bf75bb01c8a516d977598486fd44ad0d643c0ab6,3895cabda89d9fb5f603a5d69841bbeb0500c946040ab356fded0a77df74611f,True,True,,,
esol,regression,71,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,177,177,230,Bemis-Murcko scaffold,177,177,230,-3.2529494680851063,2.448426779813189,12.72,-2.892673956262425,1.8139057365182347,-8.402000000000001,1.58,9.982,-3.0618112449799195,2.033502014768264,-9.332,1.57,10.902,-3.2529494680851063,2.448426779813189,-11.6,1.12,12.72,5f03754655cc9b55af4856d4bf75bb01c8a516d977598486fd44ad0d643c0ab6,4cf4a2164362cfb1644aad0e67d8e4ab208c36ea8a9cb536cf0316dc04ad487d,True,True,,,
esol,regression,71,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,502,250,376,307,154,123,Bemis-Murcko scaffold,307,154,123,-2.7020452127659573,1.695142953445821,10.902,-3.204179282868526,2.3094078147480674,-11.6,1.58,13.18,-3.264192,2.1347492265314694,-8.49,1.34,9.83,-2.7020452127659573,1.695142953445821,-9.332,1.57,10.902,ffb9692e0cf7188d98680500472b2ce2da56113d091e767e7fef48e096c4a8d3,b6883f96f3651f6f033668419521f0e42ce0e8f933c7a2fc49a0611ac2ff940b,True,True,,,
esol,regression,71,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,501,251,376,308,153,123,Bemis-Murcko scaffold,308,153,123,-2.7020452127659573,1.695142953445821,10.902,-3.062137724550898,2.1272733484425577,-9.018,1.58,10.598,-3.547470119521912,2.453824246783699,-11.6,1.144,12.744,-2.7020452127659573,1.695142953445821,-9.332,1.57,10.902,ffb9692e0cf7188d98680500472b2ce2da56113d091e767e7fef48e096c4a8d3,cd7e54d524decc57ab6ae0e7fd7edacc5d05d1021fd8d528cf2dd7d09ef71657,True,True,,,
esol,regression,71,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,501,251,376,307,154,123,Bemis-Murcko scaffold,307,154,123,-2.7020452127659573,1.695142953445821,10.902,-3.4061137724550896,2.3022144133485787,-11.6,1.34,12.94,-2.86088844621514,2.104796652293512,-9.018,1.58,10.598,-2.7020452127659573,1.695142953445821,-9.332,1.57,10.902,ffb9692e0cf7188d98680500472b2ce2da56113d091e767e7fef48e096c4a8d3,8fea4a7fe915f29f2c04f0aef8c7e873cd0824fe9ffdf0928e81efcd7541864c,True,True,,,
freesolv,regression,71,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,111,111,160,Bemis-Murcko scaffold,111,111,160,-3.4134579439252337,4.080570728470954,28.63,-4.122793103448275,3.166338763954098,-12.64,3.43,16.07,-3.735072463768117,4.666698335266048,-23.62,2.93,26.55,-3.4134579439252337,4.080570728470954,-25.47,3.16,28.63,e0c667dc78430cf08962518726b2ede04bfbb7562d7a450f09d65e2919236b8b,2d101c0e04a3ce8ea62c2d6ed8cf787e6715fe99c5b580b3227ef4d97d61ba0f,True,True,,,
