endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
bbbp,classification,11,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,811,446,782,510,240,369,Bemis-Murcko scaffold,510,240,369,0.7506393861892583,0.4329198136533555,1.0,0.7570900123304563,0.4291057776714123,0.0,1.0,1.0,0.804932735426009,0.3966974563440053,0.0,1.0,1.0,0.7506393861892583,0.4329198136533555,0.0,1.0,1.0,409d2d73e264b9f55cfca9d1cc4cdf3ed8b268db89ef59de0988b25356080a28,daa97ce4c722ba1c540535d696d7216df7dfd4fcf9762b86b75a38ea474b36ca,True,True,,,
bbbp,classification,11,1,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,848,409,782,496,254,369,Bemis-Murcko scaffold,496,254,369,0.7506393861892583,0.4329198136533555,1.0,0.7830188679245284,0.4124329170856338,0.0,1.0,1.0,0.7555012224938875,0.4303160097629482,0.0,1.0,1.0,0.7506393861892583,0.4329198136533555,0.0,1.0,1.0,409d2d73e264b9f55cfca9d1cc4cdf3ed8b268db89ef59de0988b25356080a28,9588aab2433f5da6081201eb1b832af56ceccc3b7aac45202915883d605c939e,True,True,,,
bbbp,classification,11,1,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,855,402,782,494,256,369,Bemis-Murcko scaffold,494,256,369,0.7506393861892583,0.4329198136533555,1.0,0.7812865497076024,0.4136157252141227,0.0,1.0,1.0,0.7587064676616916,0.4284010967058945,0.0,1.0,1.0,0.7506393861892583,0.4329198136533555,0.0,1.0,1.0,409d2d73e264b9f55cfca9d1cc4cdf3ed8b268db89ef59de0988b25356080a28,2b4d14df00ac5ab87a7c2d23178f8e5756ae42ae0c004a126641be6238a2abae,True,True,,,
bbbp,classification,11,2,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,889,524,626,497,248,374,Bemis-Murcko scaffold,497,248,374,0.7651757188498403,0.4242279211384871,1.0,0.7727784026996626,0.4192728010438949,0.0,1.0,1.0,0.7519083969465649,0.4323179810245224,0.0,1.0,1.0,0.7651757188498403,0.4242279211384871,0.0,1.0,1.0,05e10264e316a577cc5a98c7e1df31b0357f4d21dfa0f266e65531fe1311d810,202498e07d395805dcd7a618dbc333e37ab18dd82bdbdae0be498f5f0ca91526,True,True,,,
bbbp,classification,11,2,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,1042,371,626,502,243,374,Bemis-Murcko scaffold,502,243,374,0.7651757188498403,0.4242279211384871,1.0,0.7543186180422264,0.4306971831934456,0.0,1.0,1.0,0.7951482479784366,0.4041382786045002,0.0,1.0,1.0,0.7651757188498403,0.4242279211384871,0.0,1.0,1.0,05e10264e316a577cc5a98c7e1df31b0357f4d21dfa0f266e65531fe1311d810,3c9e7e193cbc24e44bd28582bccae9041353759bb8d343f6bd74da85380ab794,True,True,,,
bbbp,classification,11,2,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,895,518,626,491,254,374,Bemis-Murcko scaffold,491,254,374,0.7651757188498403,0.4242279211384871,1.0,0.7698324022346369,0.4211753486855797,0.0,1.0,1.0,0.7567567567567568,0.4294554857249447,0.0,1.0,1.0,0.7651757188498403,0.4242279211384871,0.0,1.0,1.0,05e10264e316a577cc5a98c7e1df31b0357f4d21dfa0f266e65531fe1311d810,bdcc43b7c91b6d1f796eefbe183183d6e5afd891ad7dc049856ef37b180874cf,True,True,,,
bbbp,classification,11,3,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,833,575,631,501,242,376,Bemis-Murcko scaffold,501,242,376,0.7828843106180665,0.4126091015982397,1.0,0.7635054021608644,0.4251845812772116,0.0,1.0,1.0,0.7478260869565218,0.4346386672804073,0.0,1.0,1.0,0.7828843106180665,0.4126091015982397,0.0,1.0,1.0,39178ec104387347daf030d0fc89f3348de0c16c5411d95c87b2c9330ca7dc6b,5cfc53c123f670d96830a706a8ee6a827a4441f3dea4c4640ee9bdb3f905edf3,True,True,,,
bbbp,classification,11,3,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,993,415,631,490,253,376,Bemis-Murcko scaffold,490,253,376,0.7828843106180665,0.4126091015982397,1.0,0.7683786505538771,0.4220809259989473,0.0,1.0,1.0,0.7301204819277108,0.4444328035260322,0.0,1.0,1.0,0.7828843106180665,0.4126091015982397,0.0,1.0,1.0,39178ec104387347daf030d0fc89f3348de0c16c5411d95c87b2c9330ca7dc6b,2cf5e3b9269e18fdec10a956e7e1278695f2ac4d4b1ac06ac1e3dee6014c8e29,True,True,,,
bbbp,classification,11,3,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,990,418,631,495,248,376,Bemis-Murcko scaffold,495,248,376,0.7828843106180665,0.4126091015982397,1.0,0.7404040404040404,0.4386345187456476,0.0,1.0,1.0,0.7966507177033493,0.402972501471167,0.0,1.0,1.0,0.7828843106180665,0.4126091015982397,0.0,1.0,1.0,39178ec104387347daf030d0fc89f3348de0c16c5411d95c87b2c9330ca7dc6b,81aae7379450ec52b9cec029be826393a923f6f8d55e447e279857bc03ff6f56,True,True,,,
bace,classification,11,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,727,299,487,333,159,183,Bemis-Murcko scaffold,333,159,183,0.5071868583162218,0.5004624322385096,1.0,0.4319119669876203,0.4956833532910624,0.0,1.0,1.0,0.4347826086956521,0.4965595082161687,0.0,1.0,1.0,0.5071868583162218,0.5004624322385096,0.0,1.0,1.0,cc875ed36d70628944b000d2dee13cf581893637cd0e4bebbf0e571675cb3629,2a276ae6503edfd3afc71fa914e3d0daa0933ade72472a3a6e2b877d4a900e21,True,True,,,
