endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
bbbp,classification,53,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,888,413,738,508,239,372,Bemis-Murcko scaffold,508,239,372,0.7804878048780488,0.414196880915875,1.0,0.7398648648648649,0.438955385713493,0.0,1.0,1.0,0.7917675544794189,0.406536429078667,0.0,1.0,1.0,0.7804878048780488,0.414196880915875,0.0,1.0,1.0,480704d1bcf0c126d4ec8613109bba9fcb6e751189ca99ef2faa3582d695958c,b78eb4e9ab81b362b661e8ed6fcd30c3b7a87a0de0cc1670602a45904728b74d,True,True,,,
bbbp,classification,53,1,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,859,442,738,493,254,372,Bemis-Murcko scaffold,493,254,372,0.7804878048780488,0.414196880915875,1.0,0.760186263096624,0.4272184253765757,0.0,1.0,1.0,0.748868778280543,0.4341552497986817,0.0,1.0,1.0,0.7804878048780488,0.414196880915875,0.0,1.0,1.0,480704d1bcf0c126d4ec8613109bba9fcb6e751189ca99ef2faa3582d695958c,eec5e69cd61e3846b2b52d4f14827e62122643df138eae37c726422508d54c90,True,True,,,
bbbp,classification,53,1,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,855,446,738,493,254,372,Bemis-Murcko scaffold,493,254,372,0.7804878048780488,0.414196880915875,1.0,0.7695906432748538,0.4213413352086886,0.0,1.0,1.0,0.7309417040358744,0.4439683268495952,0.0,1.0,1.0,0.7804878048780488,0.414196880915875,0.0,1.0,1.0,480704d1bcf0c126d4ec8613109bba9fcb6e751189ca99ef2faa3582d695958c,6e0b9853e213b6ad9af9df770ddf486f431143dcff45ebe1d5e1129be99d4366,True,True,,,
bbbp,classification,53,2,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,1081,355,603,499,248,372,Bemis-Murcko scaffold,499,248,372,0.7379767827529021,0.4401002824314893,1.0,0.7659574468085106,0.4235948820671411,0.0,1.0,1.0,0.8084507042253521,0.3940756469269766,0.0,1.0,1.0,0.7379767827529021,0.4401002824314893,0.0,1.0,1.0,cc995b37b6015dc78587430d552ab194a34035f7e3bab9beedeafeff01735003,9bbc0ffe08ef0580ea8b8c7a7937e72fb98710b915c651e82ca7f0f3774dcadf,True,True,,,
bbbp,classification,53,2,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,794,642,603,498,249,372,Bemis-Murcko scaffold,498,249,372,0.7379767827529021,0.4401002824314893,1.0,0.7846347607052897,0.4113345917639247,0.0,1.0,1.0,0.7663551401869159,0.4234787788954546,0.0,1.0,1.0,0.7379767827529021,0.4401002824314893,0.0,1.0,1.0,cc995b37b6015dc78587430d552ab194a34035f7e3bab9beedeafeff01735003,617b6888cbdc3c7d271941b1df163776851e798fe04ac42aa398bec596093725,True,True,,,
bbbp,classification,53,2,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,997,439,603,497,250,372,Bemis-Murcko scaffold,497,250,372,0.7379767827529021,0.4401002824314893,1.0,0.7813440320962889,0.4135420985414366,0.0,1.0,1.0,0.765375854214123,0.4242471521204551,0.0,1.0,1.0,0.7379767827529021,0.4401002824314893,0.0,1.0,1.0,cc995b37b6015dc78587430d552ab194a34035f7e3bab9beedeafeff01735003,949bd058a574a648f64f59df4dd15de7c9f5519800231ed71aa642655ad84e78,True,True,,,
bbbp,classification,53,3,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,829,512,698,512,232,375,Bemis-Murcko scaffold,512,232,375,0.7722063037249284,0.4197095434341856,1.0,0.7828709288299156,0.4125400978745333,0.0,1.0,1.0,0.7265625,0.4461594100521496,0.0,1.0,1.0,0.7722063037249284,0.4197095434341856,0.0,1.0,1.0,e6fce0fd5f6ed661ce16ae1fa079b2c70c52faf4c29b78bb271b86211f7ba3ea,30001dde7a0f869a2dda8c27052be12dc5c35ffa592f1a21efa884d1deaabda2,True,True,,,
bbbp,classification,53,3,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,960,381,698,485,259,375,Bemis-Murcko scaffold,485,259,375,0.7722063037249284,0.4197095434341856,1.0,0.753125,0.4314181394577427,0.0,1.0,1.0,0.7821522309711286,0.4133261588707539,0.0,1.0,1.0,0.7722063037249284,0.4197095434341856,0.0,1.0,1.0,e6fce0fd5f6ed661ce16ae1fa079b2c70c52faf4c29b78bb271b86211f7ba3ea,7e3f99f3abf014c629d8ba722b86017b7018b7f75e98af8616ef422f149fb5cb,True,True,,,
bbbp,classification,53,3,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,893,448,698,491,253,375,Bemis-Murcko scaffold,491,253,375,0.7722063037249284,0.4197095434341856,1.0,0.7502799552071668,0.4330935104591059,0.0,1.0,1.0,0.7834821428571429,0.412331635648384,0.0,1.0,1.0,0.7722063037249284,0.4197095434341856,0.0,1.0,1.0,e6fce0fd5f6ed661ce16ae1fa079b2c70c52faf4c29b78bb271b86211f7ba3ea,77bdcb045988e1442b122f789ec7fc7adf79bf7557c95627ff15f30536b611b6,True,True,,,
bace,classification,53,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,816,217,480,325,109,241,Bemis-Murcko scaffold,325,109,241,0.4583333333333333,0.4987806984114999,1.0,0.4375,0.4963826200840158,0.0,1.0,1.0,0.5253456221198156,0.5005117708606834,0.0,1.0,1.0,0.4583333333333333,0.4987806984114999,0.0,1.0,1.0,27eb4ef91d6084677266c610a9b06a08bdb5b0e5e5460350af83f860e361bba1,74d97485af8935ab82e7f684f9488788724b78fd86fd40d688906531f83d68de,True,True,,,
bace,classification,53,1,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,546,487,480,272,162,241,Bemis-Murcko scaffold,272,162,241,0.4583333333333333,0.4987806984114999,1.0,0.4377289377289377,0.4965620961987079,0.0,1.0,1.0,0.4763860369609856,0.4999556347087813,0.0,1.0,1.0,0.4583333333333333,0.4987806984114999,0.0,1.0,1.0,27eb4ef91d6084677266c610a9b06a08bdb5b0e5e5460350af83f860e361bba1,31a0fdb747044578b9c44a7b7c08c1d24259b7c11b9f6689c253e5a30f3a537a,True,True,,,
bace,classification,53,1,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,704,329,480,271,163,241,Bemis-Murcko scaffold,271,163,241,0.4583333333333333,0.4987806984114999,1.0,0.4914772727272727,0.5002827985973056,0.0,1.0,1.0,0.3799392097264438,0.4861107433804167,0.0,1.0,1.0,0.4583333333333333,0.4987806984114999,0.0,1.0,1.0,27eb4ef91d6084677266c610a9b06a08bdb5b0e5e5460350af83f860e361bba1,f5cb7f69bdb6462f764b12d0d82c1147f9df982110f8b2f5d1c534a0cb9e81ad,True,True,,,
bace,classification,53,2,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,599,281,633,286,146,243,Bemis-Murcko scaffold,286,146,243,0.4360189573459715,0.4962816928191006,1.0,0.4741235392320534,0.4997472853963606,0.0,1.0,1.0,0.4661921708185053,0.4997457411480641,0.0,1.0,1.0,0.4360189573459715,0.4962816928191006,0.0,1.0,1.0,3fcfcdb40770712b905d95074be55fa738282cf806a89300d413dac4c3e13d58,892e1ca25e87afc21f7bfc92927b1f24b03263ba291ea9e5609a674afbe26332,True,True,,,
bace,classification,53,2,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,575,305,633,300,132,243,Bemis-Murcko scaffold,300,132,243,0.4360189573459715,0.4962816928191006,1.0,0.4504347826086956,0.4979704301569627,0.0,1.0,1.0,0.5114754098360655,0.5006897744269431,0.0,1.0,1.0,0.4360189573459715,0.4962816928191006,0.0,1.0,1.0,3fcfcdb40770712b905d95074be55fa738282cf806a89300d413dac4c3e13d58,f1b4a14e46b336adeac82e5114e7bb4dfac2d95bf79292877404eedc2ff3a1ee,True,True,,,
bace,classification,53,2,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,586,294,633,278,154,243,Bemis-Murcko scaffold,278,154,243,0.4360189573459715,0.4962816928191006,1.0,0.4897610921501706,0.5003222321543037,0.0,1.0,1.0,0.4353741496598639,0.4966512735517804,0.0,1.0,1.0,0.4360189573459715,0.4962816928191006,0.0,1.0,1.0,3fcfcdb40770712b905d95074be55fa738282cf806a89300d413dac4c3e13d58,8cd884bccd628f97a01cb2024d3d956bef504817171274c238f33f7156c85c61,True,True,,,
bace,classification,53,3,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,660,453,400,324,160,191,Bemis-Murcko scaffold,324,160,191,0.4875,0.5004697041900039,1.0,0.4272727272727272,0.4950576534979902,0.0,1.0,1.0,0.4724061810154525,0.4997899498229345,0.0,1.0,1.0,0.4875,0.5004697041900039,0.0,1.0,1.0,661f6e5f9675380694a251dbc9df8416de14efde2e02492cdd51c0893d6131cc,55cfb2180aab62dbf899cc63de813be1720bce73f78fe12695d5d452f8814cc5,True,True,,,
