endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
bbbp,classification,113,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,847,649,543,501,249,369,Bemis-Murcko scaffold,501,249,369,0.7605893186003683,0.4271172817365529,1.0,0.7414403778040142,0.4381017546708983,0.0,1.0,1.0,0.7996918335901386,0.4005396405505235,0.0,1.0,1.0,0.7605893186003683,0.4271172817365529,0.0,1.0,1.0,d913ecaa29419405b2105af7558d5feccc8dc3fe7fc66064e50236a12a99dc44,1b3bc836eed3cafc350831da3e627b8137f78a392eebc05001d493f05290d45f,True,True,,,
bbbp,classification,113,1,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,1128,368,543,503,247,369,Bemis-Murcko scaffold,503,247,369,0.7605893186003683,0.4271172817365529,1.0,0.776595744680851,0.4167118164164053,0.0,1.0,1.0,0.7364130434782609,0.4411777191607708,0.0,1.0,1.0,0.7605893186003683,0.4271172817365529,0.0,1.0,1.0,d913ecaa29419405b2105af7558d5feccc8dc3fe7fc66064e50236a12a99dc44,f2117ea3d41fec8792456039242a479482bf962405cb207e7b5b125cd4a42ee5,True,True,,,
bbbp,classification,113,1,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,1017,479,543,496,254,369,Bemis-Murcko scaffold,496,254,369,0.7605893186003683,0.4271172817365529,1.0,0.7767944936086529,0.416599883157467,0.0,1.0,1.0,0.7453027139874739,0.4361464263795645,0.0,1.0,1.0,0.7605893186003683,0.4271172817365529,0.0,1.0,1.0,d913ecaa29419405b2105af7558d5feccc8dc3fe7fc66064e50236a12a99dc44,3338888ac52ff067e4cb5ede95afd462607bd3ae8bdac196a7ad6317175c875f,True,True,,,
bbbp,classification,113,2,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,929,377,733,508,242,369,Bemis-Murcko scaffold,508,242,369,0.7776261937244202,0.4161248984574585,1.0,0.7578040904198062,0.4286430075918518,0.0,1.0,1.0,0.7586206896551724,0.4284884453077925,0.0,1.0,1.0,0.7776261937244202,0.4161248984574585,0.0,1.0,1.0,8845f7a60c580a072f5bf4a2932c84e804d98e8aa7d468d0d1ac09d310b981ca,5c3c7dbf70b51bbaec696f63f94374efbb08afd77f9d5f019363984a85881f4d,True,True,,,
bbbp,classification,113,2,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,763,543,733,492,258,369,Bemis-Murcko scaffold,492,258,369,0.7776261937244202,0.4161248984574585,1.0,0.7732634338138925,0.418995446028227,0.0,1.0,1.0,0.7366482504604052,0.4408577261606834,0.0,1.0,1.0,0.7776261937244202,0.4161248984574585,0.0,1.0,1.0,8845f7a60c580a072f5bf4a2932c84e804d98e8aa7d468d0d1ac09d310b981ca,90256e5b48c31946b589bb7dd4ccee813181ef84cce4b8486497bf7eed8d7391,True,True,,,
bbbp,classification,113,2,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,920,386,733,500,250,369,Bemis-Murcko scaffold,500,250,369,0.7776261937244202,0.4161248984574585,1.0,0.7456521739130435,0.4357308578900234,0.0,1.0,1.0,0.7875647668393783,0.4095620431911782,0.0,1.0,1.0,0.7776261937244202,0.4161248984574585,0.0,1.0,1.0,8845f7a60c580a072f5bf4a2932c84e804d98e8aa7d468d0d1ac09d310b981ca,f483e61e52ad13b172f4201cfa985550e611c0e781027917c57f38baa4ac48a8,True,True,,,
bbbp,classification,113,3,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,900,376,763,499,239,381,Bemis-Murcko scaffold,499,239,381,0.7562254259501966,0.4296399170268097,1.0,0.7733333333333333,0.4189079504709143,0.0,1.0,1.0,0.7632978723404256,0.4256242807556852,0.0,1.0,1.0,0.7562254259501966,0.4296399170268097,0.0,1.0,1.0,761d19cc3560289bc8afe1f9a7a6c65f770249d103bc30fb1a8e108ca4113808,67c2572e7e82a507672863b6bd7dcf23536430a9d59fbe1646931faed0d4bf1e,True,True,,,
bbbp,classification,113,3,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,832,444,763,492,246,381,Bemis-Murcko scaffold,492,246,381,0.7562254259501966,0.4296399170268097,1.0,0.7764423076923077,0.4168795161238091,0.0,1.0,1.0,0.759009009009009,0.4281672949027025,0.0,1.0,1.0,0.7562254259501966,0.4296399170268097,0.0,1.0,1.0,761d19cc3560289bc8afe1f9a7a6c65f770249d103bc30fb1a8e108ca4113808,9aa9dd5f23da71967c7d16805c7aea3e1f164be1b0eefde2f136d4a8141f6aa9,True,True,,,
bbbp,classification,113,3,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,820,456,763,485,253,381,Bemis-Murcko scaffold,485,253,381,0.7562254259501966,0.4296399170268097,1.0,0.7609756097560976,0.426747959735265,0.0,1.0,1.0,0.7872807017543859,0.4096801970934102,0.0,1.0,1.0,0.7562254259501966,0.4296399170268097,0.0,1.0,1.0,761d19cc3560289bc8afe1f9a7a6c65f770249d103bc30fb1a8e108ca4113808,b4517093f82f2dbe3e7190a6f4a29e297d7726e1735d7f142e44376223dae7dd,True,True,,,
bace,classification,113,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,709,265,539,324,115,236,Bemis-Murcko scaffold,324,115,236,0.4508348794063079,0.4980391369944653,1.0,0.4442877291960507,0.4972372333680572,0.0,1.0,1.0,0.5018867924528302,0.5009425079052635,0.0,1.0,1.0,0.4508348794063079,0.4980391369944653,0.0,1.0,1.0,65d9b277701fc2f684bda7a4a99052feb32011df9dcfe41a6ffcebd934337f69,543edd7ebaa0481de47ebdc81982fe157a9fc4c473ea2406ffe9635390c855a2,True,True,,,
