endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
bbbp,classification,127,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,837,369,833,501,242,376,Bemis-Murcko scaffold,501,242,376,0.765906362545018,0.42368538294528,1.0,0.7670250896057348,0.422979142077853,0.0,1.0,1.0,0.7588075880758808,0.4283876347356895,0.0,1.0,1.0,0.765906362545018,0.42368538294528,0.0,1.0,1.0,947f7b90772a5ac97093f2207ce19eafe5c033c9a36b643dccc19116079e0a99,e16b8e4afb00a695519a40c290b1a2f81b35e3b3810c4d00d2579f0d9877b7bb,True,True,,,
bbbp,classification,127,1,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,751,455,833,492,251,376,Bemis-Murcko scaffold,492,251,376,0.765906362545018,0.42368538294528,1.0,0.7509986684420772,0.4327227765343048,0.0,1.0,1.0,0.7868131868131868,0.4100093453347719,0.0,1.0,1.0,0.765906362545018,0.42368538294528,0.0,1.0,1.0,947f7b90772a5ac97093f2207ce19eafe5c033c9a36b643dccc19116079e0a99,7641267f59ab848e089a6fb65d93ae36b052833d873853ce33716c2e52918aa2,True,True,,,
bbbp,classification,127,1,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,824,382,833,493,250,376,Bemis-Murcko scaffold,493,250,376,0.765906362545018,0.42368538294528,1.0,0.7742718446601942,0.4183148556736583,0.0,1.0,1.0,0.743455497382199,0.4372985512767017,0.0,1.0,1.0,0.765906362545018,0.42368538294528,0.0,1.0,1.0,947f7b90772a5ac97093f2207ce19eafe5c033c9a36b643dccc19116079e0a99,85ff74ca6ffa8ee7794dca169327b54fd2605c68f850bc4e2e2aa98a8f38a665,True,True,,,
bbbp,classification,127,2,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,981,434,624,492,253,374,Bemis-Murcko scaffold,492,253,374,0.7580128205128205,0.4286301595076389,1.0,0.7696228338430173,0.4212890331319666,0.0,1.0,1.0,0.7649769585253456,0.4245025611349448,0.0,1.0,1.0,0.7580128205128205,0.4286301595076389,0.0,1.0,1.0,049d8ee13d70972353e1c8c1d7530482bf8a0b2c97b7af3d2fcb5b28db7b60de,68d3d90ae75e73280e4c049d158dd099da6c900c1243a65fcbcee6a3a2241af4,True,True,,,
bbbp,classification,127,2,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,818,597,624,508,237,374,Bemis-Murcko scaffold,508,237,374,0.7580128205128205,0.4286301595076389,1.0,0.7701711491442543,0.4209800537771798,0.0,1.0,1.0,0.7654941373534339,0.4240448786506766,0.0,1.0,1.0,0.7580128205128205,0.4286301595076389,0.0,1.0,1.0,049d8ee13d70972353e1c8c1d7530482bf8a0b2c97b7af3d2fcb5b28db7b60de,6a1965c3a5472620f0e95e89c312544cfb50c40893f2876ddd74074e17122e6c,True,True,,,
bbbp,classification,127,2,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,1031,384,624,490,255,374,Bemis-Murcko scaffold,490,255,374,0.7580128205128205,0.4286301595076389,1.0,0.7652764306498545,0.4240316165823277,0.0,1.0,1.0,0.7760416666666666,0.4174383628406777,0.0,1.0,1.0,0.7580128205128205,0.4286301595076389,0.0,1.0,1.0,049d8ee13d70972353e1c8c1d7530482bf8a0b2c97b7af3d2fcb5b28db7b60de,1d9d3f3990a639811f1e2e2ee668fb6a75f9111ca2fd6b3e66ec08cd7476e4b5,True,True,,,
bbbp,classification,127,3,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,1006,451,582,504,246,369,Bemis-Murcko scaffold,504,246,369,0.7714776632302406,0.4202419785058233,1.0,0.7673956262425448,0.4227022481461582,0.0,1.0,1.0,0.7516629711751663,0.4325281051153878,0.0,1.0,1.0,0.7714776632302406,0.4202419785058233,0.0,1.0,1.0,b17ccf59d1b3f4c4b4897a0b0cd54ab0b12083f05267fcdfcab022400f2db7b8,af6f89a9aa06f85c60e54b498fcb2ac7f4d85214947bb33aef39fb14a1f4d483,True,True,,,
bbbp,classification,127,3,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,1071,386,582,502,248,369,Bemis-Murcko scaffold,502,248,369,0.7714776632302406,0.4202419785058233,1.0,0.7665732959850607,0.4232090621393679,0.0,1.0,1.0,0.7512953367875648,0.4328232665674225,0.0,1.0,1.0,0.7714776632302406,0.4202419785058233,0.0,1.0,1.0,b17ccf59d1b3f4c4b4897a0b0cd54ab0b12083f05267fcdfcab022400f2db7b8,71220bb21014b03670e3194fb3176996253488dc73be543785c26dffe8000ed6,True,True,,,
bbbp,classification,127,3,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,837,620,582,494,256,369,Bemis-Murcko scaffold,494,256,369,0.7714776632302406,0.4202419785058233,1.0,0.7514934289127837,0.4324054135222778,0.0,1.0,1.0,0.7774193548387097,0.4163148409529073,0.0,1.0,1.0,0.7714776632302406,0.4202419785058233,0.0,1.0,1.0,b17ccf59d1b3f4c4b4897a0b0cd54ab0b12083f05267fcdfcab022400f2db7b8,207622ea149266f3d735438212baf70ece5c1d9bcdcff5c72180832529508360,True,True,,,
bace,classification,127,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,599,323,591,270,165,240,Bemis-Murcko scaffold,270,165,240,0.482233502538071,0.5001075338206296,1.0,0.4474123539232053,0.4976424169670941,0.0,1.0,1.0,0.4272445820433436,0.4954458675735522,0.0,1.0,1.0,0.482233502538071,0.5001075338206296,0.0,1.0,1.0,4706e6bef99d9583a7848aeb411bea58bfe2a770a02d4b9fc37636d6ad6c0920,52fa2139df094ad4fb5d5437fc6dfd872b49e72f7b77c62a748de7b4c14ac881,True,True,,,
