endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
esol,regression,11,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,177,177,230,Bemis-Murcko scaffold,177,177,230,-3.240329787234043,2.3971416295838024,12.94,-2.87365606361829,1.7264499371415862,-9.018,1.57,10.588,-3.119285140562249,2.264422600293915,-9.332,1.58,10.912,-3.240329787234043,2.3971416295838024,-11.6,1.34,12.94,37aa63b22400b7a9e4df5370379d66fa8fb5bca8420affd758e297115bbca539,97f2d04c76a358a6a3c03d0c452c19fd975d369706ccf6da2f51cf00942ff647,True,True,,,
esol,regression,11,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,178,176,230,Bemis-Murcko scaffold,178,176,230,-3.240329787234043,2.3971416295838024,12.94,-2.9853916500994035,1.9006717515817448,-9.332,1.58,10.912,-2.893570281124498,1.9706167724320844,-9.018,1.57,10.588,-3.240329787234043,2.3971416295838024,-11.6,1.34,12.94,37aa63b22400b7a9e4df5370379d66fa8fb5bca8420affd758e297115bbca539,9982eea77223eb985d8440b49b914c4455ad45b1a9f6dcc42060b0d9115a6d8e,True,True,,,
esol,regression,11,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,498,254,376,353,1,230,Bemis-Murcko scaffold,353,1,230,-3.240329787234043,2.3971416295838024,12.94,-3.006427710843373,2.123479969976768,-9.332,1.58,10.912,-2.854133858267717,1.451473893745451,-6.98,0.81,7.790000000000001,-3.240329787234043,2.3971416295838024,-11.6,1.34,12.94,37aa63b22400b7a9e4df5370379d66fa8fb5bca8420affd758e297115bbca539,1f251488d2f1062af148af4582971b543f4ad3ab15bf67321287c71629e888da,True,True,,,
esol,regression,11,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,501,251,376,308,153,123,Bemis-Murcko scaffold,308,153,123,-2.82186170212766,1.7871707329806783,10.912,-2.9786546906187628,2.02271087071854,-9.018,1.34,10.358,-3.5346175298804785,2.5524490226312992,-11.6,1.12,12.72,-2.82186170212766,1.7871707329806783,-9.332,1.58,10.912,fb9078ddc59d39ebd016099b7dfce947c5881f36c3a4102a15941a42df87ed55,5a168bf52d4d0b2fc3f861104a1cce5458d9bb5f6f747470713a2444e450d226,True,True,,,
esol,regression,11,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,501,251,376,307,154,123,Bemis-Murcko scaffold,307,154,123,-2.82186170212766,1.7871707329806783,10.912,-3.271872255489022,2.280551888392085,-11.6,1.34,12.94,-2.9493505976095618,2.105481565008262,-8.804,1.09,9.894,-2.82186170212766,1.7871707329806783,-9.332,1.58,10.912,fb9078ddc59d39ebd016099b7dfce947c5881f36c3a4102a15941a42df87ed55,9f0e2f90a68fa48df8366bce203236b144399a2366f5980e67cbd982f5e7d81a,True,True,,,
esol,regression,11,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,502,250,376,307,154,123,Bemis-Murcko scaffold,307,154,123,-2.82186170212766,1.7871707329806783,10.912,-3.2419840637450204,2.3556110444976057,-11.6,1.12,12.72,-3.008076,1.9398428015183111,-9.018,1.34,10.358,-2.82186170212766,1.7871707329806783,-9.332,1.58,10.912,fb9078ddc59d39ebd016099b7dfce947c5881f36c3a4102a15941a42df87ed55,f36de4c30ff8c394b331363380fa5a920126b95ac080c918d2d37dee390e0dd4,True,True,,,
esol,regression,11,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,498,254,376,352,1,231,Bemis-Murcko scaffold,352,1,231,-3.0881143617021274,2.044114947897955,10.128,-3.1213534136546186,2.3906661278412,-11.6,1.58,13.18,-2.854133858267717,1.451473893745451,-6.98,0.81,7.790000000000001,-3.0881143617021274,2.044114947897955,-9.018,1.11,10.128,9eceaca1eb6f4ead945d8b5f7355cbf4901f8e0d23cf74509cf425b04448cc4a,5e269dc76ea179a5264c50c0583c671c5e0dcce8212930cfaf9ebeb102fd243e,True,True,,,
esol,regression,11,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,178,175,231,Bemis-Murcko scaffold,178,175,231,-3.0881143617021274,2.044114947897955,10.128,-2.867212723658052,1.873589721018535,-8.6,1.58,10.18,-3.362152610441767,2.526099706388515,-11.6,1.34,12.94,-3.0881143617021274,2.044114947897955,-9.018,1.11,10.128,9eceaca1eb6f4ead945d8b5f7355cbf4901f8e0d23cf74509cf425b04448cc4a,c395f27422aadcc8c1e28f96a058ae7b0b1ffa6064833f129fde505016ec1367,True,True,,,
esol,regression,11,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,176,177,231,Bemis-Murcko scaffold,176,177,231,-3.0881143617021274,2.044114947897955,10.128,-3.105618290258449,2.0685453800836946,-11.6,1.34,12.94,-2.88055421686747,2.2262072508783173,-8.6,1.58,10.18,-3.0881143617021274,2.044114947897955,-9.018,1.11,10.128,9eceaca1eb6f4ead945d8b5f7355cbf4901f8e0d23cf74509cf425b04448cc4a,bca2dc080678481ce8c99d24b308213009afd79c340f2e28e97c2c71b1a6448c,True,True,,,
freesolv,regression,11,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,111,111,160,Bemis-Murcko scaffold,111,111,160,-3.5516355140186917,4.046479213606648,28.9,-4.019379310344827,3.1598567092670304,-11.95,3.16,15.11,-3.7381159420289856,4.74883674587936,-18.72,3.13,21.85,-3.5516355140186917,4.046479213606648,-25.47,3.43,28.9,d26e9bddabd9a77e3d463568dc0100a1cf1910b4f8cf34ba8757e9fce64580da,c8dcd5c03679dd57745360e863de40c61b6c0dd182293decbb0df293c75c3acc,True,True,,,
freesolv,regression,11,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,276,152,214,221,1,160,Bemis-Murcko scaffold,221,1,160,-3.5516355140186917,4.046479213606648,28.9,-3.4825724637681152,3.9956433881965743,-18.72,3.16,21.88,-4.73875,3.0853532030250963,-11.95,1.07,13.02,-3.5516355140186917,4.046479213606648,-25.47,3.43,28.9,d26e9bddabd9a77e3d463568dc0100a1cf1910b4f8cf34ba8757e9fce64580da,371792fa81d479e3cef81b8e80dcbdfd33f422d5c5c4bcd8887dcc128bd8d7cb,True,True,,,
freesolv,regression,11,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,110,160,Bemis-Murcko scaffold,112,110,160,-3.5516355140186917,4.046479213606648,28.9,-4.262586206896552,3.98934634894623,-18.72,3.13,21.85,-3.2270289855072467,3.0600420801028902,-10.78,3.16,13.94,-3.5516355140186917,4.046479213606648,-25.47,3.43,28.9,d26e9bddabd9a77e3d463568dc0100a1cf1910b4f8cf34ba8757e9fce64580da,6e5aa9b22d185bc46a3fd63c6227ff71e6be52d03d50096a6807bc5f8de9eabc,True,True,,,
freesolv,regression,11,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,111,159,Bemis-Murcko scaffold,112,111,159,-3.6614018691588783,4.053049497860736,21.88,-3.975586206896552,3.3769467538526285,-16.43,3.43,19.86,-3.659927536231885,4.422922787039373,-25.47,3.12,28.59,-3.6614018691588783,4.053049497860736,-18.72,3.16,21.88,c1dd2351acd6c2f42747a0af3062840370f3ff5e73fa9630819400fcd984b092,a5a835bcb651f1b1a37563fc449085a5414627e121c34039be602a73fbebc18f,True,True,,,
freesolv,regression,11,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,111,159,Bemis-Murcko scaffold,112,111,159,-3.6614018691588783,4.053049497860736,21.88,-4.225379310344827,3.812944991683601,-25.47,3.12,28.59,-3.135,3.4937095191757948,-16.43,3.43,19.86,-3.6614018691588783,4.053049497860736,-18.72,3.16,21.88,c1dd2351acd6c2f42747a0af3062840370f3ff5e73fa9630819400fcd984b092,445c00dbd8212a6afcd0da164dfc35740bb4bfb9fe23379851ac111fb5d3385f,True,True,,,
freesolv,regression,11,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,276,152,214,222,1,159,Bemis-Murcko scaffold,222,1,159,-3.6614018691588783,4.053049497860736,21.88,-3.3974637681159416,3.986916523118943,-25.47,3.43,28.9,-4.73875,3.0853532030250963,-11.95,1.07,13.02,-3.6614018691588783,4.053049497860736,-18.72,3.16,21.88,c1dd2351acd6c2f42747a0af3062840370f3ff5e73fa9630819400fcd984b092,365bd9ad7ccb41ac0b166f158635c6cd3bcf054685504bd3d3052d26de944bd5,True,True,,,
freesolv,regression,11,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,285,143,214,212,107,63,Bemis-Murcko scaffold,212,107,63,-4.195981308411215,3.393551426755452,16.56,-3.6722807017543855,4.149107836200698,-25.47,3.43,28.9,-3.4754545454545447,3.841186679769004,-23.62,2.83,26.450000000000003,-4.195981308411215,3.393551426755452,-13.43,3.13,16.56,bb72b348d49c50d907c09c30b26b7574c51ae55b1b9f5eeb3a7da6a2b74ba0ad,f077ddcb585d09a6d7cdb578fec2b0a2ee072281665fc2af120643dec987a5f8,True,True,,,
freesolv,regression,11,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,285,143,214,212,107,63,Bemis-Murcko scaffold,212,107,63,-4.195981308411215,3.393551426755452,16.56,-3.8231929824561406,4.363082559023149,-25.47,3.43,28.9,-3.174685314685315,3.2948273168958497,-12.64,3.16,15.8,-4.195981308411215,3.393551426755452,-13.43,3.13,16.56,bb72b348d49c50d907c09c30b26b7574c51ae55b1b9f5eeb3a7da6a2b74ba0ad,d14d1f51fcb4318e3912831ee7063dc2c3a5b0ed6af0657668900cc573aa99c9,True,True,,,
freesolv,regression,11,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,286,142,214,214,105,63,Bemis-Murcko scaffold,214,105,63,-4.195981308411215,3.393551426755452,16.56,-3.32506993006993,3.575341254036029,-23.62,3.16,26.78,-4.173380281690141,4.8205293678469685,-25.47,3.43,28.9,-4.195981308411215,3.393551426755452,-13.43,3.13,16.56,bb72b348d49c50d907c09c30b26b7574c51ae55b1b9f5eeb3a7da6a2b74ba0ad,9321ec1dffa6f21824d5427858a271e8d25afae18e0191b4d2d92d9488551185,True,True,,,
lipo,regression,11,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1071,536,805,Bemis-Murcko scaffold,1071,536,805,2.2853357142857145,1.1280455059456251,6.0,2.100733797536154,1.263770811430997,-1.45,4.5,5.95,2.209078242229368,1.1758271708533865,-1.2,4.48,5.680000000000001,2.2853357142857145,1.1280455059456251,-1.5,4.5,6.0,4b4da39cb4fa862ba15f7ad7c11d3cceaf817f6e4b05ef656b7bccb6a109f257,b33019dde20027b209817104c3e7a5e7dca4ad76924be08ab03f19c1d6f855f2,True,True,,,
lipo,regression,11,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1073,534,805,Bemis-Murcko scaffold,1073,534,805,2.2853357142857145,1.1280455059456251,6.0,2.1541992501339045,1.1977208343969057,-1.45,4.5,5.95,2.102090032154341,1.309238067757645,-1.4,4.5,5.9,2.2853357142857145,1.1280455059456251,-1.5,4.5,6.0,4b4da39cb4fa862ba15f7ad7c11d3cceaf817f6e4b05ef656b7bccb6a109f257,aef2747d2fc85003bcd38292b808c6399c2762d1f5edb82af6ae865e13b642b6,True,True,,,
