task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
lipo,regression,37,2,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,37,2,fingerprints_only,6,1,1.0,1.0,1.0,0.8857142857142858
lipo,regression,37,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.9666666666666668
lipo,regression,37,3,full_multiview,12,1,1.0,1.0,1.0,0.9230769230769232
lipo,regression,37,3,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,37,3,fingerprints_only,6,1,1.0,1.0,1.0,0.8857142857142858
lipo,regression,37,3,no_multiview_concat,9,1,1.0,1.0,1.0,0.9166666666666666
lipo,regression,53,1,full_multiview,12,1,1.0,1.0,1.0,0.6363636363636365
lipo,regression,53,1,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,53,1,fingerprints_only,6,1,1.0,1.0,1.0,0.6
lipo,regression,53,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.8333333333333333
lipo,regression,53,2,full_multiview,12,1,1.0,1.0,1.0,0.9020979020979022
lipo,regression,53,2,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,53,2,fingerprints_only,6,1,1.0,1.0,1.0,0.8857142857142858
lipo,regression,53,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.9666666666666668
lipo,regression,53,3,full_multiview,12,1,1.0,1.0,1.0,0.9230769230769232
lipo,regression,53,3,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,53,3,fingerprints_only,6,1,1.0,1.0,1.0,0.8857142857142858
lipo,regression,53,3,no_multiview_concat,9,1,1.0,1.0,1.0,0.9166666666666666
lipo,regression,71,1,full_multiview,12,1,1.0,1.0,1.0,0.6293706293706295
lipo,regression,71,1,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,71,1,fingerprints_only,6,1,1.0,1.0,1.0,0.6
lipo,regression,71,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.8333333333333333
lipo,regression,71,2,full_multiview,12,1,1.0,1.0,1.0,0.9090909090909092
lipo,regression,71,2,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,71,2,fingerprints_only,6,1,1.0,1.0,1.0,0.942857142857143
lipo,regression,71,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.9833333333333332
lipo,regression,71,3,full_multiview,12,1,1.0,1.0,1.0,0.9300699300699302
lipo,regression,71,3,morgan_only,3,1,1.0,,1.0,1.0
lipo,regression,71,3,fingerprints_only,6,1,1.0,1.0,1.0,0.942857142857143
lipo,regression,71,3,no_multiview_concat,9,1,1.0,1.0,1.0,0.9333333333333332
tdc_caco2_wang,regression,11,1,full_multiview,12,1,1.0,1.0,1.0,0.9440559440559444
tdc_caco2_wang,regression,11,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,11,1,fingerprints_only,6,1,1.0,1.0,1.0,1.0
tdc_caco2_wang,regression,11,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9
tdc_caco2_wang,regression,11,2,full_multiview,12,1,1.0,1.0,1.0,0.7622377622377624
tdc_caco2_wang,regression,11,2,morgan_only,3,2,1.0,,0.5,0.5
tdc_caco2_wang,regression,11,2,fingerprints_only,6,2,1.0,1.0,0.5,0.7142857142857143
tdc_caco2_wang,regression,11,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.6
tdc_caco2_wang,regression,11,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.6993006993006995
tdc_caco2_wang,regression,11,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,11,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,11,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6833333333333333
tdc_caco2_wang,regression,23,1,full_multiview,12,1,1.0,1.0,1.0,0.9370629370629372
tdc_caco2_wang,regression,23,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,23,1,fingerprints_only,6,2,1.0,1.0,0.5,0.942857142857143
tdc_caco2_wang,regression,23,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.8833333333333333
tdc_caco2_wang,regression,23,2,full_multiview,12,1,1.0,1.0,1.0,0.7342657342657343
tdc_caco2_wang,regression,23,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,23,2,fingerprints_only,6,2,1.0,1.0,0.5,0.5428571428571429
tdc_caco2_wang,regression,23,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.5333333333333333
tdc_caco2_wang,regression,23,3,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.7062937062937064
tdc_caco2_wang,regression,23,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,23,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,23,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6833333333333333
tdc_caco2_wang,regression,37,1,full_multiview,12,1,1.0,1.0,1.0,0.9510489510489512
tdc_caco2_wang,regression,37,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,37,1,fingerprints_only,6,1,1.0,1.0,1.0,1.0
tdc_caco2_wang,regression,37,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9
tdc_caco2_wang,regression,37,2,full_multiview,12,1,1.0,1.0,1.0,0.7202797202797203
tdc_caco2_wang,regression,37,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,37,2,fingerprints_only,6,2,1.0,1.0,0.5,0.5428571428571429
tdc_caco2_wang,regression,37,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.4833333333333333
tdc_caco2_wang,regression,37,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.7412587412587414
tdc_caco2_wang,regression,37,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,37,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,37,3,no_multiview_concat,9,2,1.0,1.0,0.5,0.7666666666666667
tdc_caco2_wang,regression,53,1,full_multiview,12,1,1.0,1.0,1.0,0.9440559440559444
tdc_caco2_wang,regression,53,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,53,1,fingerprints_only,6,1,1.0,1.0,1.0,1.0
tdc_caco2_wang,regression,53,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9
tdc_caco2_wang,regression,53,2,full_multiview,12,1,1.0,1.0,1.0,0.6783216783216784
tdc_caco2_wang,regression,53,2,morgan_only,3,2,1.0,,0.5,0.5
tdc_caco2_wang,regression,53,2,fingerprints_only,6,2,1.0,1.0,0.5,0.4857142857142857
tdc_caco2_wang,regression,53,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.4666666666666666
tdc_caco2_wang,regression,53,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.6573426573426573
tdc_caco2_wang,regression,53,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,53,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,53,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6
tdc_caco2_wang,regression,71,1,full_multiview,12,1,1.0,1.0,1.0,0.9440559440559444
tdc_caco2_wang,regression,71,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,71,1,fingerprints_only,6,2,1.0,1.0,0.5,0.942857142857143
tdc_caco2_wang,regression,71,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.8833333333333333
tdc_caco2_wang,regression,71,2,full_multiview,12,1,1.0,1.0,1.0,0.7202797202797203
tdc_caco2_wang,regression,71,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,71,2,fingerprints_only,6,2,1.0,1.0,0.5,0.5428571428571429
tdc_caco2_wang,regression,71,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.4833333333333333
tdc_caco2_wang,regression,71,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.6993006993006995
tdc_caco2_wang,regression,71,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_caco2_wang,regression,71,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,71,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6833333333333333
tdc_hia_hou,classification,11,1,full_multiview,12,9,0.0,-0.3333333333333333,0.1111111111111111,0.5314685314685316
tdc_hia_hou,classification,11,1,morgan_only,3,1,1.0,,1.0,0.5
tdc_hia_hou,classification,11,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.7714285714285715
tdc_hia_hou,classification,11,1,no_multiview_concat,9,6,0.0,-0.4999999999999999,0.1666666666666666,0.6166666666666666
tdc_hia_hou,classification,11,2,full_multiview,12,6,0.0,-0.3333333333333333,0.1666666666666666,0.4125874125874127
tdc_hia_hou,classification,11,2,morgan_only,3,2,1.0,,0.5,0.5
tdc_hia_hou,classification,11,2,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.7714285714285715
tdc_hia_hou,classification,11,2,no_multiview_concat,9,6,0.0,-0.4999999999999999,0.1666666666666666,0.6
tdc_hia_hou,classification,11,3,full_multiview,12,7,0.0,-0.3333333333333333,0.1428571428571428,0.4545454545454546
tdc_hia_hou,classification,11,3,morgan_only,3,2,1.0,,0.5,0.5
tdc_hia_hou,classification,11,3,fingerprints_only,6,1,1.0,1.0,1.0,0.7142857142857143
tdc_hia_hou,classification,11,3,no_multiview_concat,9,4,0.0,-0.4999999999999999,0.25,0.6166666666666666
tdc_hia_hou,classification,23,1,full_multiview,12,9,0.0,-0.3333333333333333,0.1111111111111111,0.2447552447552448
tdc_hia_hou,classification,23,1,morgan_only,3,2,1.0,,0.5,0.5
tdc_hia_hou,classification,23,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.7142857142857143
tdc_hia_hou,classification,23,1,no_multiview_concat,9,6,0.0,-0.4999999999999999,0.1666666666666666,0.45
tdc_hia_hou,classification,23,2,full_multiview,12,7,0.0,-0.3333333333333333,0.1428571428571428,0.7832167832167832
tdc_hia_hou,classification,23,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_hia_hou,classification,23,2,fingerprints_only,6,1,1.0,1.0,1.0,1.0
tdc_hia_hou,classification,23,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.9333333333333332
tdc_hia_hou,classification,23,3,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.8531468531468532
tdc_hia_hou,classification,23,3,morgan_only,3,3,1.0,,0.3333333333333333,-0.5
tdc_hia_hou,classification,23,3,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.6
tdc_hia_hou,classification,23,3,no_multiview_concat,9,1,1.0,1.0,1.0,0.7999999999999999
tdc_hia_hou,classification,37,1,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.8251748251748254
tdc_hia_hou,classification,37,1,morgan_only,3,3,1.0,,0.3333333333333333,-0.5
tdc_hia_hou,classification,37,1,fingerprints_only,6,2,1.0,1.0,0.5,0.7714285714285715
tdc_hia_hou,classification,37,1,no_multiview_concat,9,2,1.0,1.0,0.5,0.8666666666666667
tdc_hia_hou,classification,37,2,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.7342657342657343
tdc_hia_hou,classification,37,2,morgan_only,3,2,1.0,,0.5,-0.5
tdc_hia_hou,classification,37,2,fingerprints_only,6,1,1.0,1.0,1.0,0.7142857142857143
tdc_hia_hou,classification,37,2,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.7333333333333334
tdc_hia_hou,classification,37,3,full_multiview,12,2,1.0,1.0,0.5,0.7062937062937064
tdc_hia_hou,classification,37,3,morgan_only,3,2,1.0,,0.5,0.5
tdc_hia_hou,classification,37,3,fingerprints_only,6,2,1.0,1.0,0.5,0.7714285714285715
tdc_hia_hou,classification,37,3,no_multiview_concat,9,4,0.0,-0.4999999999999999,0.25,0.6833333333333333
tdc_hia_hou,classification,53,1,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.8811188811188813
tdc_hia_hou,classification,53,1,morgan_only,3,2,1.0,,0.5,0.5
tdc_hia_hou,classification,53,1,fingerprints_only,6,2,1.0,1.0,0.5,0.7714285714285715
tdc_hia_hou,classification,53,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9333333333333332
tdc_hia_hou,classification,53,2,full_multiview,12,6,0.0,-0.3333333333333333,0.1666666666666666,0.3636363636363637
tdc_hia_hou,classification,53,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_hia_hou,classification,53,2,fingerprints_only,6,2,1.0,1.0,0.5,0.942857142857143
tdc_hia_hou,classification,53,2,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6333333333333333
tdc_hia_hou,classification,53,3,full_multiview,12,8,0.0,-0.3333333333333333,0.125,0.5639238070123688
tdc_hia_hou,classification,53,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_hia_hou,classification,53,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_hia_hou,classification,53,3,no_multiview_concat,9,5,0.0,-0.4999999999999999,0.2,0.5833333333333334
tdc_hia_hou,classification,71,1,full_multiview,12,2,1.0,1.0,0.5,0.4825174825174825
tdc_hia_hou,classification,71,1,morgan_only,3,2,1.0,,0.5,0.5
tdc_hia_hou,classification,71,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.2571428571428572
tdc_hia_hou,classification,71,1,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.2833333333333333
tdc_hia_hou,classification,71,2,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.2587412587412587
tdc_hia_hou,classification,71,2,morgan_only,3,3,1.0,,0.3333333333333333,-0.5
tdc_hia_hou,classification,71,2,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.6
tdc_hia_hou,classification,71,2,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.4666666666666666
tdc_hia_hou,classification,71,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.5174825174825175
tdc_hia_hou,classification,71,3,morgan_only,3,3,1.0,,0.3333333333333333,-1.0
tdc_hia_hou,classification,71,3,fingerprints_only,6,2,1.0,1.0,0.5,0.6
tdc_hia_hou,classification,71,3,no_multiview_concat,9,2,1.0,1.0,0.5,0.6
tdc_pgp_broccatelli,classification,11,1,full_multiview,12,2,1.0,1.0,0.5,0.9020979020979022
tdc_pgp_broccatelli,classification,11,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,11,1,fingerprints_only,6,1,1.0,1.0,1.0,0.942857142857143
tdc_pgp_broccatelli,classification,11,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.8833333333333333
tdc_pgp_broccatelli,classification,11,2,full_multiview,12,2,1.0,1.0,0.5,0.8251748251748254
tdc_pgp_broccatelli,classification,11,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,11,2,fingerprints_only,6,1,1.0,1.0,1.0,0.5428571428571429
tdc_pgp_broccatelli,classification,11,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.7166666666666667
tdc_pgp_broccatelli,classification,11,3,full_multiview,12,7,0.0,-0.3333333333333333,0.1428571428571428,0.4965034965034965
tdc_pgp_broccatelli,classification,11,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,11,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8857142857142858
tdc_pgp_broccatelli,classification,11,3,no_multiview_concat,9,4,0.0,-0.4999999999999999,0.25,0.4833333333333333
tdc_pgp_broccatelli,classification,23,1,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.7272727272727274
tdc_pgp_broccatelli,classification,23,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,23,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.0857142857142857
tdc_pgp_broccatelli,classification,23,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.5833333333333334
tdc_pgp_broccatelli,classification,23,2,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.4895104895104896
tdc_pgp_broccatelli,classification,23,2,morgan_only,3,2,1.0,,0.5,0.5
tdc_pgp_broccatelli,classification,23,2,fingerprints_only,6,5,0.0,-1.0,0.2,0.0285714285714285
tdc_pgp_broccatelli,classification,23,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.35
tdc_pgp_broccatelli,classification,23,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.7342657342657343
tdc_pgp_broccatelli,classification,23,3,morgan_only,3,2,1.0,,0.5,0.5
tdc_pgp_broccatelli,classification,23,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8857142857142858
tdc_pgp_broccatelli,classification,23,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.7166666666666667
tdc_pgp_broccatelli,classification,37,1,full_multiview,12,1,1.0,1.0,1.0,0.8111888111888113
tdc_pgp_broccatelli,classification,37,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,37,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.6
tdc_pgp_broccatelli,classification,37,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.7666666666666667
tdc_pgp_broccatelli,classification,37,2,full_multiview,12,1,1.0,1.0,1.0,0.8531468531468532
tdc_pgp_broccatelli,classification,37,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,37,2,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.7714285714285715
tdc_pgp_broccatelli,classification,37,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.8499999999999999
tdc_pgp_broccatelli,classification,37,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.6363636363636365
tdc_pgp_broccatelli,classification,37,3,morgan_only,3,3,1.0,,0.3333333333333333,-0.5
tdc_pgp_broccatelli,classification,37,3,fingerprints_only,6,5,0.0,-1.0,0.2,0.4285714285714286
tdc_pgp_broccatelli,classification,37,3,no_multiview_concat,9,8,0.0,-0.4999999999999999,0.125,0.4666666666666666
tdc_pgp_broccatelli,classification,53,1,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.7132867132867133
tdc_pgp_broccatelli,classification,53,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,53,1,fingerprints_only,6,1,1.0,1.0,1.0,0.3714285714285715
tdc_pgp_broccatelli,classification,53,1,no_multiview_concat,9,2,1.0,1.0,0.5,0.65
tdc_pgp_broccatelli,classification,53,2,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.8461538461538463
tdc_pgp_broccatelli,classification,53,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,53,2,fingerprints_only,6,1,1.0,1.0,1.0,0.7714285714285715
tdc_pgp_broccatelli,classification,53,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.7833333333333333
tdc_pgp_broccatelli,classification,53,3,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.7272727272727274
tdc_pgp_broccatelli,classification,53,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,53,3,fingerprints_only,6,4,0.0,-1.0,0.25,0.2
tdc_pgp_broccatelli,classification,53,3,no_multiview_concat,9,2,1.0,1.0,0.5,0.5833333333333334
tdc_pgp_broccatelli,classification,71,1,full_multiview,12,1,1.0,1.0,1.0,0.8881118881118882
tdc_pgp_broccatelli,classification,71,1,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,71,1,fingerprints_only,6,1,1.0,1.0,1.0,0.8285714285714287
tdc_pgp_broccatelli,classification,71,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.7833333333333333
tdc_pgp_broccatelli,classification,71,2,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.8461538461538463
tdc_pgp_broccatelli,classification,71,2,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,71,2,fingerprints_only,6,1,1.0,1.0,1.0,0.6
tdc_pgp_broccatelli,classification,71,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.7833333333333333
tdc_pgp_broccatelli,classification,71,3,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.8461538461538463
tdc_pgp_broccatelli,classification,71,3,morgan_only,3,1,1.0,,1.0,1.0
tdc_pgp_broccatelli,classification,71,3,fingerprints_only,6,1,1.0,1.0,1.0,0.8285714285714287
tdc_pgp_broccatelli,classification,71,3,no_multiview_concat,9,2,1.0,1.0,0.5,0.8666666666666667
