endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
bbbp,classification,71,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,861,587,591,487,255,377,Bemis-Murcko scaffold,487,255,377,0.7952622673434856,0.4038516558252752,1.0,0.7514518002322881,0.4324224426356837,0.0,1.0,1.0,0.7546848381601363,0.4306408762832904,0.0,1.0,1.0,0.7952622673434856,0.4038516558252752,0.0,1.0,1.0,9362c8629e56423daf7c07f64b33bbc58e068bcd1a31b7a119777b024becf544,0b49ee6a4877ebfede0f8ea8bb43b4dcd5b2778faae25ec60ff73a57361155db,True,True,,,
bbbp,classification,71,1,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,959,489,591,496,246,377,Bemis-Murcko scaffold,496,246,377,0.7952622673434856,0.4038516558252752,1.0,0.7340980187695516,0.4420428412179777,0.0,1.0,1.0,0.7893660531697342,0.4081764311265637,0.0,1.0,1.0,0.7952622673434856,0.4038516558252752,0.0,1.0,1.0,9362c8629e56423daf7c07f64b33bbc58e068bcd1a31b7a119777b024becf544,ab6402b788627772a68408b508322b63147eff62737856a7f61a387a72ac90e0,True,True,,,
bbbp,classification,71,1,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,1076,372,591,501,241,377,Bemis-Murcko scaffold,501,241,377,0.7952622673434856,0.4038516558252752,1.0,0.7704460966542751,0.4207415224572367,0.0,1.0,1.0,0.7016129032258065,0.4581664861133761,0.0,1.0,1.0,0.7952622673434856,0.4038516558252752,0.0,1.0,1.0,9362c8629e56423daf7c07f64b33bbc58e068bcd1a31b7a119777b024becf544,8431a79d7fa62614e2d21175820ed6abb3972a6d6c94d844856139d413e50444,True,True,,,
bbbp,classification,71,2,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,1009,421,609,497,257,365,Bemis-Murcko scaffold,497,257,365,0.7323481116584565,0.4430990262232742,1.0,0.7839444995044599,0.411756666578933,0.0,1.0,1.0,0.7672209026128266,0.4231054367526604,0.0,1.0,1.0,0.7323481116584565,0.4430990262232742,0.0,1.0,1.0,d4e009fff156f490777050e5581c85f5c428aca865fa8edff2abe4468aa0ce36,745e71763255bf01c284d865f45ffbd9fa49e523d0e96bf9284fa22d9725ad2d,True,True,,,
bbbp,classification,71,2,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,901,529,609,513,241,365,Bemis-Murcko scaffold,513,241,365,0.7323481116584565,0.4430990262232742,1.0,0.7846836847946725,0.4112698963105567,0.0,1.0,1.0,0.7693761814744802,0.4216307943925446,0.0,1.0,1.0,0.7323481116584565,0.4430990262232742,0.0,1.0,1.0,d4e009fff156f490777050e5581c85f5c428aca865fa8edff2abe4468aa0ce36,6658cefbcb099cfc4f8e1f8f0a8d642d947cacaec555eb4317c0f7e164e47037,True,True,,,
bbbp,classification,71,2,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,950,480,609,498,256,365,Bemis-Murcko scaffold,498,256,365,0.7323481116584565,0.4430990262232742,1.0,0.7684210526315789,0.4220635637221748,0.0,1.0,1.0,0.8,0.4004173188406783,0.0,1.0,1.0,0.7323481116584565,0.4430990262232742,0.0,1.0,1.0,d4e009fff156f490777050e5581c85f5c428aca865fa8edff2abe4468aa0ce36,df90ba5bb4fcf77cfe1a190654cc0a3aecf1b0dd8c5d3055b02b68b0e5cd8a1d,True,True,,,
bbbp,classification,71,3,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,794,406,839,495,247,377,Bemis-Murcko scaffold,495,247,377,0.767580452920143,0.4226270103530837,1.0,0.7695214105793451,0.4214046321290843,0.0,1.0,1.0,0.7512315270935961,0.4328327143464626,0.0,1.0,1.0,0.767580452920143,0.4226270103530837,0.0,1.0,1.0,f45547da7ff315136ce66312a1685975fbeb30a5c5e51df1604d9ab6532468db,059eddd48658f97cecdcbdbc4ceec8f15630d10454fca5131b4cc4e7ec9c66b3,True,True,,,
bbbp,classification,71,3,2,scaffold,stratified_scaffold_group,stratified_scaffold_group,784,416,839,493,249,377,Bemis-Murcko scaffold,493,249,377,0.767580452920143,0.4226270103530837,1.0,0.764030612244898,0.4248742031018572,0.0,1.0,1.0,0.7620192307692307,0.4263600600831481,0.0,1.0,1.0,0.767580452920143,0.4226270103530837,0.0,1.0,1.0,f45547da7ff315136ce66312a1685975fbeb30a5c5e51df1604d9ab6532468db,5bd8db85925b8731e1c3658fd5f5c13db5cf14320318dd147cd7d00c39e29a10,True,True,,,
bbbp,classification,71,3,3,scaffold,stratified_scaffold_group,stratified_scaffold_group,822,378,839,496,246,377,Bemis-Murcko scaffold,496,246,377,0.767580452920143,0.4226270103530837,1.0,0.7566909975669099,0.4293413354836814,0.0,1.0,1.0,0.7777777777777778,0.4162907234150368,0.0,1.0,1.0,0.767580452920143,0.4226270103530837,0.0,1.0,1.0,f45547da7ff315136ce66312a1685975fbeb30a5c5e51df1604d9ab6532468db,3a79a21f168789dfc7b609cea9adac40751ff3c261237d7e7b89cae72bb2b616,True,True,,,
bace,classification,71,1,1,scaffold,stratified_scaffold_group,stratified_scaffold_group,846,211,456,350,137,188,Bemis-Murcko scaffold,350,137,188,0.4802631578947368,0.5001590261855133,1.0,0.450354609929078,0.4978235394894938,0.0,1.0,1.0,0.4312796208530806,0.4964327725184264,0.0,1.0,1.0,0.4802631578947368,0.5001590261855133,0.0,1.0,1.0,c878942584978e8f5f3dc93e10bf0b77e66ad422d016e85d65aa238a1c414831,cf526020261f108d2124462d1696aad386f578034b2dc42b5845f3e129be7815,True,True,,,
