endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
esol,regression,37,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,501,251,376,307,154,123,Bemis-Murcko scaffold,307,154,123,-2.8327127659574467,1.7402763236365453,9.769,-3.193550898203593,2.3978773988476125,-11.6,1.58,13.18,-3.089426294820717,1.912227916736344,-8.804,1.34,10.144,-2.8327127659574467,1.7402763236365453,-8.699,1.07,9.769,043769dd9c5483832df853aa05a3a0ab2ad9546c263b5ef46e1a8b8b0b7c74c9,c92fafa5b99961112467810d29cf1f259be42c2efdafb3a291187b6a33429083,True,True,,,
esol,regression,37,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,502,250,376,308,153,123,Bemis-Murcko scaffold,308,153,123,-2.8327127659574467,1.7402763236365453,9.769,-3.376557768924303,2.301044012736892,-11.6,1.34,12.94,-2.7215320000000003,2.0696443035334826,-8.49,1.58,10.07,-2.8327127659574467,1.7402763236365453,-8.699,1.07,9.769,043769dd9c5483832df853aa05a3a0ab2ad9546c263b5ef46e1a8b8b0b7c74c9,12ec5e7a3d4375bf4698eb58ef29df44e963d86b3d5ca0da072eb25f244b77d7,True,True,,,
esol,regression,37,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,501,251,376,307,154,123,Bemis-Murcko scaffold,307,154,123,-2.8327127659574467,1.7402763236365453,9.769,-2.90584630738523,1.9988393658149064,-8.804,1.58,10.384,-3.663689243027888,2.6054984519365627,-11.6,1.144,12.744,-2.8327127659574467,1.7402763236365453,-8.699,1.07,9.769,043769dd9c5483832df853aa05a3a0ab2ad9546c263b5ef46e1a8b8b0b7c74c9,a6b1095fdd3077bdcf9279ab926a397da5959848dc543842905644a30490bf84,True,True,,,
esol,regression,37,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,178,176,230,Bemis-Murcko scaffold,178,176,230,-3.2467260638297875,2.463840133766569,13.18,-2.9969085487077534,1.8314522930123407,-9.018,1.07,10.088,-2.860646586345381,1.97574412778227,-8.699,1.1,9.799,-3.2467260638297875,2.463840133766569,-11.6,1.58,13.18,a0eb13f1208ce620d2e03bf06d3f5f0697d84fbabce42322b72157c7616bc186,221749118c61bc86979a4156760fec91147cdc861aa9f8a16508b503c3070495,True,True,,,
esol,regression,37,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,177,177,230,Bemis-Murcko scaffold,177,177,230,-3.2467260638297875,2.463840133766569,13.18,-2.857357852882704,1.7292329918816938,-8.699,1.1,9.799,-3.1425502008032127,2.144331788939955,-9.018,1.07,10.088,-3.2467260638297875,2.463840133766569,-11.6,1.58,13.18,a0eb13f1208ce620d2e03bf06d3f5f0697d84fbabce42322b72157c7616bc186,e15913026ab500e47042371817f46f24ef4aa58ad5e4d90b09edeccf47370e29,True,True,,,
esol,regression,37,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,498,254,376,353,1,230,Bemis-Murcko scaffold,353,1,230,-3.2467260638297875,2.463840133766569,13.18,-3.001598393574297,2.064513546689441,-9.018,1.1,10.118,-2.854133858267717,1.451473893745451,-6.98,0.81,7.790000000000001,-3.2467260638297875,2.463840133766569,-11.6,1.58,13.18,a0eb13f1208ce620d2e03bf06d3f5f0697d84fbabce42322b72157c7616bc186,8f19c43697e9cd9b5bd30ad8c5368d265aa18544230991b4fc65258630e65c1a,True,True,,,
esol,regression,37,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,178,175,231,Bemis-Murcko scaffold,178,175,231,-3.0708670212765963,2.005738554814536,10.118,-2.8715268389662025,1.8486221063287431,-8.804,1.57,10.374,-3.3794819277108434,2.6072677827570225,-11.6,1.58,13.18,-3.0708670212765963,2.005738554814536,-9.018,1.1,10.118,a22b9b1341d61aa132cea1095b919bed275d5db597656c2eb0749e1d642482be,1fa40faa4c8729f233d290d6787e9d2979ea49d12d3b086faa0f8be3f101b3df,True,True,,,
esol,regression,37,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,498,254,376,352,1,231,Bemis-Murcko scaffold,352,1,231,-3.0708670212765963,2.005738554814536,10.118,-3.134375502008032,2.4148063749571,-11.6,1.58,13.18,-2.854133858267717,1.451473893745451,-6.98,0.81,7.790000000000001,-3.0708670212765963,2.005738554814536,-9.018,1.1,10.118,a22b9b1341d61aa132cea1095b919bed275d5db597656c2eb0749e1d642482be,c287ef8beed4c6afa17f75988dfde45faf4ee790df641e7924ba2170aae315a7,True,True,,,
esol,regression,37,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,503,249,376,176,177,231,Bemis-Murcko scaffold,176,177,231,-3.0708670212765963,2.005738554814536,10.118,-3.114196819085487,2.1187751411217004,-11.6,1.58,13.18,-2.889269076305221,2.1834854747478927,-8.804,1.57,10.374,-3.0708670212765963,2.005738554814536,-9.018,1.1,10.118,a22b9b1341d61aa132cea1095b919bed275d5db597656c2eb0749e1d642482be,e094fb44254e5563903ed0cdfe3dbda28e071375354a0a767d9a93fd2d01df68,True,True,,,
freesolv,regression,37,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,110,160,Bemis-Murcko scaffold,112,110,160,-3.4862616822429904,4.279312726918774,28.63,-4.076896551724138,3.739944583946603,-18.72,3.43,22.15,-3.7186231884057976,3.312656814528972,-16.43,2.93,19.36,-3.4862616822429904,4.279312726918774,-25.47,3.16,28.63,0e4f5b00807f4a59f09c118678c360de83651e937d16c61d3fe8e91cedf6ccfb,ab17d0ff2cf24ba89001d33783918fbac93a8fb9da8367257a3188a4671ee95b,True,True,,,
